Ad state	Ad	Description line 1	Description line 2	Display URL	Destination URL	Final URL	Mobile final URL	Tracking template	Custom parameter	Campaign	Ad group	Status	Labels	Campaign Type	Campaign sub-type	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate	View-through Conv.
enabled	NEW VW Caddy £149pm	2.0 SDI WOW £149 per month	"Best deal in UK, only 6 available"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=370					VW Transporter	VW Caddy	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Ex Demo Fiat Punto 1.2 Active	only £109pm Unbeatable In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=101644					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Deal Grande Punto	1.2 ACTIVE only £109pm over 36mths	"£495 Dep, Unlimited Miles - BARGAIN"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Car Lease Super Deals	Business/Personal View Offer Online	"Best Prices Online, Free Delivery."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Car Leasing	Car leasing	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £79	"UK Free Delivery,New Year Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £169pm	Brand New Insignia 1.8 16v	Now in Stock Delivery free in UK	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=109657					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane Convertible	"1.6 VVT ,ONLY £139 per month"	"New Deal just In, Enquire Online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=132091					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Zetec £148pm	Top Deal FordFocus 1.6 Zetec 5Dr	Ex Demo Delivery in 7 days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=151596					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	AlfaRomeo Mito 1.4	Special Lease Deal only £169pm	"Limited available, enquire online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=361					Alfa Romeo	Alfa Romeo Mito	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	Daily deals updated online from £69	UK Free Delivery on New Year deals	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA 1.3 Studio £75pm	FordKA 1.3 studio 3dr 08 Plate	"New deal now in, view online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=482					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	2008 Ex Demo Fiat Punto 1.2 Active	only £114 pm Unbeatable In Stock No	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=566					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ToyotaAygo Blue £99pm	5 Door 1.0 only £99 per month	Get this delivered FREE in April.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=34					Toyota	Toyota Aygo Blue	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Brand New 1.2 Active 5 door £99.99	Include Vat Unbeatable In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW RenaultGrande Scenic	"1.9 DCI 7 Seat Dynamique £13,495 or"	"£199 pm. Renault Price £21,000 WOW"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=131					GRANDE SCENIC	GRANDE SCENIC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Best {KeyWord:Lease Deals}	NEW Autumn deals online from £69	"Best Prices, UK Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	VauxhallAstra Twin 1.8 S	Twin Top 1.8 Sport in stock now	Only £149 per month Unbeatable!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=274					Vauxhall Astra (Petrol)	Vauxhall Astra Twin Top	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	New *MercedesBenz M Class	"Diesel SW ,Sport 5dr Tip Auto"	"Only £399 per month, amazing value."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=131899					Mercedes	Mercedes-Benz M	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £139pm	1.6 16V 110 Dynamique 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=161236					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £174.00pm	1.6 16V 110 Dynamique TomTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=196915					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Saaab9-3 Convertible £252	Saab9-3 1.9 Tid Linear Convertible	"Wow, Special offer in stock now."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=377					Saab	Saab Linear Convert	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA Hatch 1.3 £79pm	FordKa 1.3 Style 3 Door only £79	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=130613					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Renault Megane 1.6 Coupe	"Dynamique,ONLY 36 x £159 per month"	For personal just add vat. wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=146					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Renault Megane 1.6 CC	"ONLY £199 per month, free metallic"	paint. Black & silver in stock now!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=146					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	NEW VW Transporter	T28 1.9 TDI ONLY £169 per month	"Best deal in UK, only 7 available"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=271					VW Transporter	VW Commercial	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW FordFocus £155pm	Top Deal New FordFocus 1.6 Style	Climate/Tax/Delivery in Feb FREE	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=506					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £196pm	Brand New Insignia 1.8 Hatch	Now in Stock Delivery free in April	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=476					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW RENAULT GRANDE SCENIC	"1.9 DCI 7 Seat Dynamique £13,495"	"Renault Price £21,000 - Save Now"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=131					GRANDE SCENIC	GRANDE SCENIC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA Hatch 1.2 £99pm	FordKa 1.2 Studio 3 Door only £99	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=155313					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £169pm	VauxhallInsignia 1.8 16v 5DR	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143933					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Ex Demo FiatPunto 1.4 Active	only £99pm Unbeatable In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=139723					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RR Sport 3.6 TDV8 HSE	"2008(58) Brand New £44,990"	Java Black with Ivory Leather.	www.hippoprestige.co.uk	http://www.hippoprestige.co.uk/index.php?page=range-rover-3-6-tdv8-hse					Range Rover	Range Rover Sport	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £208pm	2.0 CDTi 160t SRi 5Dr Auto	Now in Stock Delivery free in UK	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=191495					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Zero Deposit Leasing	Cars from £99pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £69	"UK Free Delivery, Winter Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	BMW118 D M Sport £246pm	BMW1 SeriesDiesel 118d Sport	Free Tax and Delivery WOW.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/bmw/1-series-diesel-hatchback-118d-sport-5dr-step-auto-315138					BMW	BMW 1series	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £129 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-346009					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £149pm	Diesel Hatch Special Offer SRi	"160 BHP, Air Con, CD, Auto, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-sri-160-5dr-auto-846352					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-918208					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ex Demo FordFocus £148pm	1.6 TDCi Zetec 5dr Sports Model	Sat Nav/Alloy/Delivery in 7 days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-diesel-hatchback-1.6-tdci-115-zetec-5dr-987572					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	RenaultMegane Hatch £128	1.6 16V 110 Dynamique TomTom 5dr	"New Deal just In, Enquire Online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/megane-hatchback/megane-hatchback-16-16v-110-dynamique-tomtom-5dr-2330916					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Impreza only £246 pm	Impreza Hatchback 2.5T 230t WRX 5dr	"Immediate Free Delivery, In Stock"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=102366					Subaru Impreza	Subaru Impreza	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £169pm	Brand New Insignia 1.8 16v	Now in Stock Delivery free in UK	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=109657					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £139pm	1.6 16V 110 Dynamique 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=161740					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £219pm	Diesal Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0cdti-160-sri-5dr-auto-345592					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Vaux-Insignia £199	Diesel Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0-cdti-160-sri-nav-5dr-auto-648805					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"Sat Nav, Alloys, Air Con, CD, AB"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-969921					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ex Demo FordFocus £148pm	1.6 TDCi Titanium 5dr Sports Model	Sat Nav/Alloy/Delivery in 7 days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-diesel-hatchback-1.6-tdci-titanium-5dr-110-dpf-969920					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £99	107 Hatch 1.0 Millesim 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-846359					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultClio Hatch £104pm	ONLY £104pm 1.2 16V Extreme 3dr	"New Model, 6 in stock now."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/clio-hatchback-special-editions-1.2-16v-bizu-3dr-969941					Renault	Renault Clio	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ex Demo HyundiaiI10 £104	HyundaiI10 Hatch 1.2 Active 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i10-hatchback/i10-hatchback-12-active-5dr-2310915					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultClio Hatch £118pm	ONLY £118 pm 1.2 16V Extreme 3dr	"New Model,In stock delivery in days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=161234					Renault	Renault Clio	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FiatPuntoEvo Hatch £109pm	"1.4 Active 5dr, CD, USB"	only £109 per month. 5 In stock now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=288720					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £92	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-675807					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £124 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-881560					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £124 pm	HyundaiI30 Hatch 1.4 Comfort 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-comfort-5dr-964457					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-400813					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £128pm	1.6 Expresssion 16V 5DR	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/megane-hatchback-1.6-16v-expression-5dr-675946					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Focus Lease From £139	Variety of Models-Available With	Zero Deposit & 7 Day Delivery.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Chev Spark Hatch £85pm	A/C/Colour Coded/CD 1.0 LS+ 5d	"Low Tax, in Stock View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/chevrolet/spark-hatchback-1.0i-ls-5dr-1020775					Chevrolet	Cherolet Spark	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ad name: Modular design ad created 12/6/13; 336 x 280;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Vaux-Insignia £179	Diesel Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0-cdti-160-sri-nav-5dr-auto-776660					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peug Partner £169	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/peugeot/partner-l1-diesel-625-se-1.6-hdi-75-van-702836					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	AudiA3 Hatch £255pm	AudiA3 Hatchback1.6 Technik 3dr	"Air Con, ABS, CD, In Stock"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/audi/a3-hatchback-special-editions-1.6-technik-3dr-315137					Audi	Audi A3	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £154pm	Sports Hatch 1.8i 16V SRi 5dr	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback-1.8i-16v-sri-5dr-1020803					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	ExDemo Hyundai i10 £104pm	Hyundai i10 Hatch 1.2 Active	In Stock Delivery in 7 Days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i10-hatchback/i10-hatchback-12-active-5dr-2310915					Hyundai	Hyundai (i10)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Vauxhall Insignia £153pm	"Petrol,5dr,Exclusiv,AirCon+ More."	No Deposit Available. Enquire Today	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback/insignia-hatchback-18i-16v-exclusiv-5dr-3436009					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
